Szerző neve,Ország,Cikk címe,Cikk műfaja,Folyóirat évszám (CSAK SZÁM!),Folyóirat lapszám,Folyóirat oldalszám,Folyóirat
"Sudermann, Hermann",Germany,Viliké,színmű,1896,2,508-513 ,Hét
"Voss, Richard",Germany,Az ifjú halál,novella,1897,2,812-814,Hét
"Wied, Gustav",Germany,Mimi őnagysága vagy a bosszú,színmű,1899,2,434-439,Hét
"Björnson, Björnsterne",Norway,Nils Fin,vers,1897,2,553,Hét
"Ibsen, Henrik",Norway,Felégetett hajók,vers,1891,1,262,Hét
"Ibsen, Henrik",Norway,A távolból,vers,1891,1,267,Hét
"Björnson, Björnsterne",Norway,Blaaken,novella,1898,2,583-585 ,Hét
"Björnson, Björnsterne ",Norway,A sasfészek,novella,1916,1,290,Hét
"Hamsun, Knut",Norway,Egy norvég Parisban,novella,1897,2,778-780 ,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,283-287,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,298-301,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,314-317,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,331-334,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,354-358,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,378-380,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,390-394,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,408-409,Hét
"Hamsun, Knut",Norway,Viktória,novella,1899,1,423-426 ,Hét
"Hamsun, Knut",Norway,Nyári idill,novella,1906,2,466-470 ,Hét
"Haukland, Andreas",Norway,Szűz Északon,novella,1911,2,431-435,Hét
"Haukland, Andreas",Norway,Szűz Északon,novella,1911,2,448-451,Hét
"Haukland, Andreas",Norway,Szűz Északon,novella,1911,2,466-469,Hét
"Haukland, Andreas ",Norway,Szűz Északon,novella,1911,2,481-483,Hét
"Haukland, Andreas",Norway, Szűz Északon,novella,1911,2,495-499,Hét
"Haukland, Andreas",Norway,Szűz Északon,novella,1911,2,511-515,Hét
"Haukland, Andreas",Norway,Szűz Északon,novella,1911,2,530-532 ,Hét
Kielland,Norway,Báli hangulat,novella,1893,1,137-138 ,Hét
Kielland,Norway,Siesta,novella,1893,1,151-153,Hét
"Krag, Thomas Peter",Norway,Dóra,novella,1915,2,494-496,Hét
"Krag, Thomas Peter",Norway,Dóra,novella,1915,2,508-510,Hét
"Paläson, Gestur",Norway,Tavaszi álom,novella,1895,2,475-477,Hét
"Paläson, Gestur",Norway,Tavaszi álom,novella,1895,2,491-493 ,Hét
"Ibsen, Henrik",Norway,"Peer Gynt, /Részlet,/",színmű,1890,1,374-375 ,Hét
"Accorto, Agostino",Italy,Addio,vers,1902,1,214,Hét
"Bárdi, Rachel ",Italy,De profundis,vers,1902,2,726,Hét
"Carducci, Giosué",Italy,"Szabadban, /Május, - Plein air,/",vers,1898,2,610,Hét
"Carducci, Giosué",Italy,Kétségbeesés,vers,1907,1,290,Hét
"Carducci, Giosué",Italy,A vándormadarak,vers,1910,1,58,Hét
"Croci, Luciano",Italy,Ave Maria,vers,1908,1,85,Hét
"Galli, Bruno",Italy,Magdolna,vers,1896,1,68,Hét
"Galli, Bruno",Italy,Féltés,vers,1898,1,38,Hét
"Negri, Ada",Italy,Temetés,vers,1893,2,427,Hét
"Petrarca, Francesco",Italy,Laura,vers,1904,2,471,Hét
"Stecchetti, Laurenzo",Italy,Ha majd a sárga lombok... ,vers,1891,1,184,Hét
"Stecchetti, Laurenzo",Italy,Kaszált mezőknek... ,vers,1891,2,789,Hét
"Stecchetti, Laurenzo",Italy,A polentai kastély,vers,1894,1,244,Hét
"Stecchetti, Laurenzo",Italy,Esti imádság,vers,1895,1,558,Hét
"Stecchetti, Laurenzo",Italy,Este,vers,1913,2,871,Hét
"Stiavelli, C.",Italy,Meghalni vágyom... ,vers,1907,2,532,Hét
"Stecchetti, Laurenzo",Italy,Vers,vers,1913,2,870,Hét
Szent Ferenc,Italy,Himnusz a naphoz,vers,1920,1,258,Hét
" Tasso, Torquato",Italy,De profundis,vers,1895,2,614-615 ,Hét
"Tasso, Torquato",Italy,A hontalan,vers,1921,1,9,Hét
"Vivanti, Annié ",Italy,Úgy elfáradtam,vers,1892,2,663,Hét
"Vivanti, Annié",Italy,Magdolna,vers,1900,1,226,Hét
"Vivanti, Annié",Italy,Virgo,vers,1902,2,825,Hét
"Vivanti, Annié",Italy,Emlékkönyvbe,vers,1903,1,84,Hét
"Vivanti, Annié ",Italy,Az óceánon,vers,1903,1,162,Hét
"Vivanti, Annié",Italy,Harag,vers,1903,1,282,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,462-465,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,480-483,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,497-500,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,511-514,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,525-528,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,537-538,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,548-550,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,561-564,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,574-575,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,586-588,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,599-600,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,610-612,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,622-624,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,632-634,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,646-648,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,658-660,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,682-684,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,693-694,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,704-706,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,716-718,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,727-729,Hét
"Castelli, Caesaré",Italy,A harmadik Róma,regény,1914,2,748-750,Hét
"Alberti, Arnaldo",Italy,Ébredő szerelem,novella,1898,1,151-153 ,Hét
"Bracco, Roberto",Italy,Az apa,novella,1912,2, 466-468 ,Hét
"Butti, E, A.",Italy,Az erkölcstelen,novella,1897,1,332-335,Hét
"Butti, E, A.",Italy,Az erkölcstelen,novella,1897,1,349-352,Hét
"Butti, E, A.",Italy,Az erkölcstelen,novella,1897,1,363-365,Hét
"Butti, E, A.",Italy,Az erkölcstelen,novella,1897,1,380-382,Hét
"Butti, E, A.",Italy,Az erkölcstelen,novella,1897,1,395-397,Hét
"Capuana, Luigi",Italy,Cosimo mester,novella,1892,2,446-449 ,Hét
"Capuana, Luigi",Italy,Don Michele,novella,1892,2,539-541 ,Hét
" Capuana, Luigi",Italy,Tünde,novella,1894,2,550-553,Hét
" Capuana, Luigi",Italy,Tünde,novella,1894,2,565-568,Hét
" Capuana, Luigi",Italy,Tünde,novella,1894,2,584-586 ,Hét
"Capuana, Luigi",Italy,Sötét történet,novella,1895,1,10-Aug,Hét
"Capuana, Luigi",Italy,Ofélia,novella,1904,1,235-237,Hét
"Capuana, Luigi",Italy,Ofélia,novella,1904,1,251-252 ,Hét
"Castelnuovo, Enrico",Italy,A kis leány,novella,1890,1,45-47 ,Hét
"Castelnuovo, Enrico",Italy,Fölmentették! ,novella,1896,1,252-254,Hét
"Castelnuovo, Enrico",Italy, Fölmentették! ,novella,1896,1,266-268 ,Hét
"Ciampoli, Domenico ",Italy,A fekete gondola,novella,1891,2,498-500 ,Hét
"D'Annunzio, Gabriele",Italy,Tiltott szerelem,novella,1896,2,546-548,Hét
"D'Annunzio, Gabriele",Italy, Tiltott szerelem,novella,1896,2,558- 561 ,Hét
"D'Annunzio, Gabriele",Italy,Lanciotto távollétében,novella,1897,1,118-121,Hét
"D'Annunzio, Gabriele",Italy,Lanciotto távollétében,novella,1897,1,136-138 ,Hét
"D'Annunzio, Gabriele",Italy,A kenyér,novella,1897,2,560-561 ,Hét
"De Amicis, Edmondo",Italy,Villámcsapás,novella,1908,1,382-385,Hét
"De Amicis, Edmondo",Italy,Villámcsapás,novella,1908,1,382-385 ,Hét
"Deledda, Grazia",Italy,Don Eveno,novella,1903,1,119-122,Hét
"Deledda, Grazia",Italy,Don Eveno,novella,1903,1,134-136 ,Hét
"Deledda, Grazia",Italy,Az első leonedda,novella,1910,1,287-288 ,Hét
"Deledda, Grazia",Italy,Amikor a halál tréfál,novella,1910,2,448-451 ,Hét
"De Rencis, F.",Italy,Márvány hölgy,novella,1894,2,632-634,Hét
"De Rencis, F.",Italy,Márvány hölgy,novella,1894,2,643-645 ,Hét
"Fogazzaro, Antonio",Italy,Az ezüstfeszület,novella,1896,2,528-531 ,Hét
"Fogazzaro, Antonio",Italy,Eden Anto,novella,1898,1,104-106,Hét
"Fogazzaro, Antonio ",Italy,Eden Anto,novella,1898,1,119-120 ,Hét
"Fogazzaro, Antonio",Italy,Ő felsége látogatása,novella,1901,2,665-667,Hét
Anonymous (Italian),Italy,Graziella kulcsa,novella,1899,1,417-420 ,Hét
"Mantegazza, Paolo",Italy,A mi cselédeink,novella,1908,1,414-417 ,Hét
"Martini, F",Italy,Felhőszakadás,novella,1893,2,156-157 ,Hét
Mercedes,Italy,Paula titka,novella,1893,2,40-43 ,Hét
"Misasi, Nicola",Italy,Diákszerelem,novella,1898,1,58-60,Hét
"Misasi, Nicola",Italy,Diákszerelem,novella,1898,1,72-75 ,Hét
" Papini, Giovanni",Italy,"A ""Beteg úriember"" utolsó látogatása",novella,1909,2,478-480 ,Hét
"Papini, Giovanni",Italy,A lelkek koldusa,novella,1909,2,661-662 ,Hét
"Papini, Giovanni",Italy,A vissza nem adott nap,novella,1910,1,135-137 ,Hét
Roberto,Italy,Megbánás,novella,1895,2,588-590 ,Hét
"Rovetta, Gerolamo",Italy,Egy kis cselédleány története,novella,1902,2,522-525,Hét
"Rovetta, Gerolamo",Italy,Egy kis cselédleány története,novella,1902,2,538-542,Hét
"Rovetta, Gerolamo",Italy,Egy kis cselédleány története,novella,1902,2,538-542 ,Hét
"Serao, Matild",Italy,A tanitóképzőintézet,novella,1893,2,263-266,Hét
"Serao, Matild",Italy,A tanitóképzőintézet,novella,1893,2,279-282,Hét
"Serao, Matild",Italy,A tanitóképzőintézet,novella,1893,2,294-297 ,Hét
"Serao, Matild",Italy,A tökéletes,novella,1894,1,37-40 ,Hét
"Serao, Matild",Italy,Julian Sorel,novella,1894,1,116-118,Hét
"Serao, Matild",Italy,Julian Sorel,novella,1894,1,134-135,Hét
"Serao, Matild",Italy,A telegrafistánék,novella,1895,1,91-93,Hét
"Serao, Matild",Italy,A telegrafistánék,novella,1895,1,109-111,Hét
"Serao, Matild",Italy,A telegrafistánék,novella,1895,1,127-128,Hét
"Serao, Matild",Italy,A telegrafistánék,novella,1895,1,138-140 ,Hét
"Serao, Matild",Italy,A látogatás,novella,1897,1,199-203 ,Hét
"Serao, Matild",Italy,Apró emberek,novella,1898,1,360-363 ,Hét
"Serao, Matild",Italy,Apró emberek,novella,1898,1,410-411 ,Hét
"Serao, Matild",Italy,A titok,novella,1899,1,154-155 ,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,150-153,Hét
"Serao, Matild",Italy, A táncosnő,novella,1902,1,166-170,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,182-185,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,202-205,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,219-221,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,236-237,Hét
"Serao, Matild",Italy,A táncosnő,novella,1902,1,250-252 ,Hét
"Valcarenghi, Hugo",Italy,Hitszegő,novella,1890,2,151-155,Hét
"Valcarenghi, Hugo",Italy,Hitszegő,novella,1890,2,169-173,Hét
"Valcarenghi, Hugo",Italy,Hitszegő,novella,1890,2,184- 187 ,Hét
"Verga, Giovanni",Italy,A kenderike,novella,1890,1,236-237 ,Hét
"Verga, Giovanni",Italy,A farkas,novella,1891,2,469-470 ,Hét
"Balmont, Konstantin",Russia,Játszom veled,vers,1918,2,507,Hét
"Brüszov, Valerij",Russia,L’ennui de vivre,vers,1918,2,507,Hét
"Gorkij, Maxim",Russia,Egy csavargó naplójából,vers,1903,2,485,Hét
"Gorkij, Maxim",Russia,Pihenni végre hol fogok? ,vers,1905,1,120,Hét
Anonymous (Russian),Russia,Kubáni kozák ballada,vers,1916,1,6-May,Hét
"Lermontov, Mihail ",Russia,Álom,vers,1894,1,375,Hét
"Lermontov, Mihail",Russia,Tamara,vers,1894,1,403-404 ,Hét
"Lermontov, Mihail",Russia, Nem érted ég,vers,1895,1,123,Hét
"Lermontov, Mihail",Russia,Titokzatos igét,vers,1895,2,569,Hét
"Lermontov, Mihail",Russia,Végrendelet,vers,1896,1,314,Hét
"Lermontov, Mihail",Russia,Csillámló ködben,vers,1896,1,401,Hét
"Lermontov, Mihail",Russia,Ifjú ábrándozó,vers,1897,1,194,Hét
" Lermontov, Mihail",Russia,Iszunk az élet serlegéből,vers,1898,1,71,Hét
"Lermontov, Mihail",Russia,Ballada,vers,1899,1,310,Hét
"Lermontov, MihaiI",Russia,Fogoly lovag éneke,vers,1917,1,393,Hét
"Nekraszov, Nikoláj",Russia,Lábán maradt vetés,vers,1891,1,82-83,Hét
Anonymous (Russian),Russia,Posta-szálláson,vers,1897,2,599,Hét
"Puskin, Alexander",Russia,A könyvárus és a költő,vers,1899,1,102-103 ,Hét
"Puskin, Alexander",Russia,Nulin gróf,vers,1899,1,213-215 ,Hét
"Puskin, Alexander",Russia,Szerenád,vers,1903,1,53,Hét
"Puskin, Alexander",Russia,Anyegin a színházban,vers,1919,1,191,Hét
Szeveranin,Russia,Vihar,vers,1918,2,507,Hét
Szeveranin,Russia,Szivem,vers,1918,2,619,Hét
Szeveranin,Russia,Esti zene,vers,1918,2,619,Hét
"Tolstoj, Alexei",Russia,Ott fönn visz az út …,vers,1895,2,697,Hét
"Tolstoj, Alexei",Russia,A rabok,vers,1895,2,718,Hét
" Tolstoj, Alexei",Russia,Emlékszel az estre? ,vers,1895,2,759,Hét
"Tolstoj, Alexei",Russia,Jelenés,vers,1898,1,133,Hét
" Tolstoj, Alexei",Russia,Alkony,vers,1898,2,579,Hét
"Tolstoj, Alexei",Russia,Jézus és a hetaira,vers,1899,2,724-725 ,Hét
"Tolstoj, Alexei",Russia,A kurgán,vers,1905,1,359,Hét
"Tolstoj, Alexei ",Russia,Ének az igazságról,vers,1906,1,368-369,Hét
Anonymous (Russian),Russia,Uhár kupec,vers,1917,1,10,Hét
Amfiteatrov,Russia,Raincsev Nelly,novella,1901,1,136-138,Hét
Amfiteatrov,Russia,Raincsev Nelly,novella,1901,1,151-154,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,440-443,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,457-460,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,472-475,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,472-475,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,491-492,Hét
" Apihtin, Alexej",Russia,Palika naplója,novella,1903,2,506-508 ,Hét
Arcübasev,Russia,A vérfolt,novella,1909,2,524-527,Hét
Arcübasev,Russia,A vérfolt,novella,1909,2,539-542,Hét
Arcübasev,Russia,A vérfolt,novella,1909,2,555-559 ,Hét
"Abercsenko, Arkadij",Russia,A titokzatos,novella,1916,1,308-309 ,Hét
"Abercsenko, Arkadij",Russia,Férfiak,novella,1916,2,379-380 ,Hét
"Abercsenko, Arkadij",Russia,Philemon Buzykin úr szívügyei,novella,1916,2,448-450,Hét
"Abercsenko, Arkadij",Russia,Wopjagin úr két bűnténye,novella,1916,2,512- 513 ,Hét
"Abercsenko, Arkadij",Russia,Ninocska,novella,1916,2,607-609 ,Hét
"Abercsenko, Arkadij",Russia,Különös történet,novella,1918,1,356-358 ,Hét
"Abercsenko, Arkadij",Russia,A fogadás,novella,1918,2,405-406 ,Hét
"Abercsenko, Arkadij",Russia,Az Isten háta mögött,novella,1918,2,473- 475 ,Hét
"Abercsenko, Arkadij",Russia,Gróf Svenigorodzev végzete,novella,1920,1,346-347,Hét
"Baramczevics, R. S.",Russia,A levél,novella,1897,1,399-400 ,Hét
"Csehov, Anton",Russia,A csapás,novella,1890,2,282-283 ,Hét
"Csehov, Anton",Russia,"""Térj vissza!"" ",novella,1891,2,527-529 ,Hét
"Csehov, Anton",Russia,Az esztergályos,novella,1891,2,606-607 ,Hét
"Csehov, Anton",Russia,A szakácsné férjhez megy,novella,1891,2,658-659 ,Hét
"Csehov, Anton",Russia,A gyászmise,novella,1891,2,733-735 ,Hét
"Csehov, Anton",Russia,"Apró történetek, /Egyszer egy évben,- A csoda_orgona./ ",novella,1892,1,135-136,Hét
"Csehov, Anton",Russia,Requiem,novella,1892,1,379-380 ,Hét
"Csehov, Anton",Russia,A matróz halála,novella,1893,2,247-250 ,Hét
"Csehov, Anton",Russia,Nyomorúság! ,novella,1894,1,423-427 ,Hét
"Csehov, Anton",Russia,A gimnazista,novella,1895,1,60-61,Hét
"Csehov, Anton",Russia,A gimnazista,novella,1895,1,75-77 ,Hét
"Csehov, Anton",Russia,Dráma,novella,1896,1,136-137 ,Hét
"Csehov, Anton",Russia,Zinocska,novella,1896,1,197-199 ,Hét
"Csehov, Anton",Russia,A vénség,novella,1896,1,360-361 ,Hét
"Csehov, Anton",Russia,A gonosztevő,novella,1896,2,600-601 ,Hét
"Csehov, Anton",Russia,Vjérocska,novella,1896,2,611-615 ,Hét
"Csehov, Anton",Russia,Kinek mondja el bánatát,novella,1896,2,798-800 ,Hét
"Csehov, Anton",Russia,Az osztriga,novella,1896,2,850-851 ,Hét
"Csehov, Anton",Russia,A nyugalomba vonult szolga,novella,1897,1,298-299 ,Hét
"Csehov, Anton",Russia,A nagy Volodja és a kis Volodja,novella,1897,2,540-544 ,Hét
"Csehov, Anton",Russia,A gondolkozó,novella,1897,2,654-655 ,Hét
"Csehov, Anton",Russia,A memória,novella,1897,2,748,Hét
"Csehov, Anton",Russia,A Chamäleon,novella,1898,1,200-201 ,Hét
"Csehov, Anton",Russia,Tragikomikum,novella,1898,2,665,Hét
"Csehov, Anton",Russia,A kosztosok,novella,1899,1,107-109,Hét
"Csehov, Anton",Russia,A vadász,novella,1899,1,168-169 ,Hét
"Csehov, Anton",Russia,Zinácska,novella,1899,1,252-254 ,Hét
"Csehov, Anton",Russia,Pillangó,novella,1900,1,336-337 ,Hét
"Csehov, Anton",Russia,Apai örömök,novella,1899,2,833-834 ,Hét
"Csehov, Anton",Russia, Ingó nádszál,novella,1900,2,426-429,Hét
"Csehov, Anton",Russia,Ingó nádszál,novella,1900,2,444-447,Hét
"Csehov, Anton",Russia,Kastanka,novella,1900,2,796-798,Hét
"Csehov, Anton",Russia,Kastanka,novella,1900,2,816-818,Hét
"Csehov, Anton",Russia,Kastanka,novella,1900,2,839- 841 ,Hét
"Csehov, Anton",Russia,Apró történetek,novella,1901,2,678-683 ,Hét
"Csehov, Anton",Russia,Guszjov,novella,1901,2,811-813,Hét
"Csehov, Anton",Russia,Guszjov,novella,1901,2,824-827 ,Hét
"Csehov, Anton",Russia,A tilinkó,novella,1902,2,475-477 ,Hét
"Csehov, Anton",Russia,Fürdői ismeretség,novella,1902,2,570-574,Hét
"Csehov, Anton",Russia,Fürdői ismeretség,novella,1902,2,587-588,Hét
"Csehov, Anton",Russia,A törvény előtt,novella,1903,1,41-43,Hét
"Csehov, Anton",Russia,A törvény előtt,novella,1902,1,41-43 ,Hét
"Csehov, Anton",Russia,Annák,novella,1906,1,419-421,Hét
"Csehov, Anton",Russia,Annák,novella,1906,2,435-437 ,Hét
"Csehov, Anton",Russia,Otthon,novella,1904,2,518-521 ,Hét
"Csehov, Anton",Russia,Grisha,novella,1904,2,543-544 ,Hét
"Csehov, Anton",Russia,A feleség,novella,1906,2,643-645 ,Hét
"Csehov, Anton",Russia,A kapitány mundérja,novella,1907,1,246-248 ,Hét
"Csehov, Anton",Russia,A szöcske,novella,1907,1,423-426,Hét
"Csehov, Anton",Russia, A szöcske,novella,1907,1,440-443,Hét
"Csehov, Anton",Russia,A szöcske,novella,1907,2,456-459 ,Hét
"Csehov, Anton",Russia,A tanyán,novella,1907,2,550-553 ,Hét
"Csehov, Anton",Russia,Az irodalom tanára,novella,1908,1,334-337,Hét
"Csehov, Anton",Russia,Az irodalom tanára,novella,1908,1,350-352,Hét
"Csehov, Anton",Russia,Az irodalom tanára,novella,1908,1,368-370,Hét
"Csehov, Anton",Russia,A hazai fészek,novella,1909,1,146-149,Hét
"Csehov, Anton",Russia,A pecsenyeg ,novella,1909,1,195-198 ,Hét
"Csehov, Anton",Russia,Fakó-szekéren,novella,1909,1,227-230 ,Hét
"Csehov, Anton",Russia,Egy művész naplójából,novella,1909,1,315-318,Hét
"Csehov, Anton",Russia,Egy művész naplójából,novella,1909,1,331-333,Hét
"Csehov, Anton",Russia,Egy művész naplójából,novella,1909,1,346-348,Hét
"Dostojevski, Fedor",Russia,A nagy inkvizitor,novella,1895,1,217-219 ,Hét
"Dostojevski, Fedor",Russia,A kicsike,novella,1907,2,683-686,Hét
"Dostojevski, Fedor",Russia,A kicsike,novella,1907,2,699-702,Hét
"Dostojevski, Fedor",Russia,A kicsike,novella,1907,2,716-718,Hét
"Dostojevski, Fedor",Russia,A kicsike,novella,1907,2,731-733,Hét
"Dostojevski, Fedor",Russia,A kicsike,novella,1907,2,750-754,Hét
"Dostojevski, Fedor",Russia,Polzunkov úr,novella,1911,2,578-580,Hét
"Dostojevski, Fedor",Russia,Polzunkov úr,novella,1911,2,590- 593 ,Hét
Gersin,Russia,A vészjel,novella,1897,1,153-155 ,Hét
Gnyedics,Russia,A varjú,novella,1899,2,688-691 ,Hét
"Gorkij, Maxim",Russia,Unalomból,novella,1899,2,704-707,Hét
"Gorkij, Maxim",Russia,Unalomból,novella,1899,2,722-723,Hét
"Gorkij, Maxim",Russia,Huszonhat legény meg  egy leány,novella,1901,1,300-301,Hét
"Gorkij, Maxim",Russia,Huszonhat legény meg  egy leány,novella,1901,1,311-314 ,Hét
"Gorkij, Maxim",Russia,A cimborák,novella,1901,1,423-426 ,Hét
"Gorkij, Maxim",Russia,Malva,novella,1901,2,523-525,Hét
"Gorkij, Maxim",Russia,Malva,novella,1901,2,538-541,Hét
"Gorkij, Maxim",Russia,Malva,novella,1901,2,563-566,Hét
"Gorkij, Maxim",Russia,Malva,novella,1901,2,584-587,Hét
"Gorkij, Maxim",Russia,Malva,novella,1901,2,606-607 ,Hét
"Gorkij, Maxim",Russia,Csudra Makár,novella,1901,2,694-699 ,Hét
"Gorkij, Maxim",Russia,Tévedés,novella,1902,1,56-57,Hét
"Gorkij, Maxim",Russia,Tévedés,novella,1902,1,71-75,Hét
"Gorkij, Maxim",Russia,Tévedés,novella,1902,1,86-89 ,Hét
"Gorkij, Maxim",Russia,Dal a sólyomról,novella,1903,1,178-180 ,Hét
Anonymous (Russian),Russia,A gyerekek kedvérért. ( Orosz rajz),novella,1891,1,202-204 ,Hét
Jevgov,Russia,A hegytetőn,novella,1890,2,214-215 ,Hét
"Jezsov, Miklós",Russia,A kőszent,novella,1898,2,533-537 ,Hét
" Krjukov, F.",Russia,Ifjúkori pajtások,novella,1910,2,481-483,Hét
" Krjukov, F.",Russia, Ifjúkori pajtások,novella,1910,2,497-499,Hét
"Krjukov, F. ",Russia,Ifjúkori pajtások,novella,1910,2,511-514,Hét
"Krjukov, F.",Russia,Ifjúkori pajtások,novella,1910,2,426-429 ,Hét
"Kuprin, A.",Russia,A cirkuszban,novella,1904,1,88-91,Hét
"Kuprin, A. ",Russia,A cirkuszban,novella,1904,1,103-106 ,Hét
"Kuprin, A. ",Russia,A mocsár,novella,1904,2,811-814,Hét
"Kuprin, A. ",Russia,A mocsár,novella,1904,2,811-814,Hét
"Kuprin, A. ",Russia,A mocsár,novella,1904,2,831-833 ,Hét
"Kuprin, A.",Russia,"Kuprin, A.",novella,1912,1,119-122,Hét
"Kuprin, A. ",Russia,Oleszja,novella,1912,1,136-139,Hét
"Kuprin, A.",Russia,Oleszja,novella,1912,1,152-154,Hét
"Kuprin, A.",Russia,Oleszja,novella,1912,1,167-170,Hét
"Kuprin, A.",Russia,Oleszja,novella,1912,1,183-186,Hét
"Kuprin, A.",Russia,Oleszja,novella,1912,1,199-203,Hét
"Kuprin, A. ",Russia,Oleszja,novella,1912,1,222-225,Hét
"Kuprin, A.",Russia,Oleszja,novella,1912,1,240-242,Hét
"Leonid, Andrejev",Russia,Valja,novella,1903,2,520-523 ,Hét
"Leonid, Andrejev",Russia,A földszinten,novella,1904,2,167-169 ,Hét
"Leonid, Andrejev",Russia,A gondolat,novella,1907,1,87-90,Hét
"Leonid, Andrejev",Russia,A gondolat,novella,1907,1,104-106,Hét
"Leonid, Andrejev",Russia,A gondolat,novella,1907,1,120-122,Hét
"Leonid, Andrejev",Russia,A gondolat,novella,1907,1,135-138,Hét
"Leonid, Andrejev",Russia,A gondolat,novella,1907,1,150- 153 ,Hét
Macstet,Russia,A második igazság,novella,1892,2,636-638,Hét
Macstet,Russia,A második igazság,novella,1892,2,653-656 ,Hét
"Mereskovszki, Dimitrij",Russia,A szerelem tudománya,novella,1897,2,638-641,Hét
"Mereskovszki, Dimitrij",Russia,A szent szatír,novella,1905,2,534-537,Hét
"Mereskovszki, Dimitrij",Russia,A szent szatír,novella,1905,2,551-554,Hét
"Mujzsel, V. ",Russia,A farkas,novella,1908,1,71-73,Hét
"Mujzsel, V.",Russia,A farkas,novella,1908,1,89-91,Hét
"Mujzsel, V. ",Russia,A farkas,novella,1908,1,104-106,Hét
"Mujzsel, V. ",Russia,A farkas,novella,1908,1,119-121,Hét
"Mujzsel, V. ",Russia,A farkas,novella,1908,1,135-136 ,Hét
"Nevető, Iván",Russia,A Szibériai jellemrajz. (Írta egy politikai száműzött),novella,1906,2,730-734 ,Hét
Anonymous (Russian),Russia,Az Őrangyal,novella,1900,2,689-690,Hét
"Rjasanzev, P.",Russia,Egy élet,novella,1898,1,88-89,Hét
"Scsepkina-Kupernik, T. L. ",Russia,Dasenka,novella,1901,1,106-107 ,Hét
"Sepkij, Bogdán",Russia,A testvérért,novella,1916,1,323-325 ,Hét
"Scsepkina-Kupernik, T. L.",Russia,Mindennapi kenyerünket..,novella,1899,1,71-74 ,Hét
"Szaltikov-Scsendrin, M.I.",Russia,Paranja és Garanjka,novella,1901,1,363- 364 ,Hét
"Szaltikov-Scsendrin, M. I.",Russia,Régi jóbarátok,novella,1906,1,335-337,Hét
"Szaltikov-Scsendrin, M. I.",Russia,Régi jóbarátok,novella,1906,1,355-358 ,Hét
"Szkitalec, N.",Russia,Jenka,novella,1904,2,651-652,Hét
"Szologub, Fjodor",Russia,Árnyékok,novella,1900,2,651-653,Hét
"Szologub, Fjodor",Russia,Árnyékok,novella,1900,2,668-670,Hét
"Szologub, Fjodor",Russia,Árnyékok,novella,1900,2,683- 686 ,Hét
"Szologub, Fjodor",Russia,Az emmauzi út,novella,1920,1,263-265 ,Hét
"Szolovjov, V.S.",Russia,A cár menyasszonyt választ,novella,1901,1,343-347 ,Hét
